name,n,m,converged,iters,relres,wpe,setup_s,solve_s,status
Koutsovasilis__F2.mtx,71505,2611390,1,13,9.582783173340188e-9,133.7245286992751,0.741945417,0.139235875,ok
LAW__amazon-2008.mtx,707532,2586407,1,27,6.138112160395565e-9,849.9729825970932,1.056507916,2.05056975,ok
LAW__cnr-2000.mtx,214167,1282750,1,21,4.727066227734649e-9,266.6016425648022,1.419216917,0.256072,ok
LAW__dblp-2010.mtx,226413,716460,1,19,5.997547091868357e-9,537.6580730257098,0.27069325,0.383615833,ok
LAW__enron.mtx,46800,138728,1,16,6.2902918060246814e-9,460.7630471137766,0.1072345,0.042398416,ok
Langemyr__comsol.mtx,1500,48085,1,11,4.712097642800369e-9,113.03566600811064,0.003910834,0.002014208,ok
LeGresley__LeGresley_2508.mtx,2503,7859,1,14,3.288916180778916e-9,245.08639776052934,0.0013495,0.0013595,ok
LeGresley__LeGresley_4908.mtx,4905,13027,1,20,5.38133440614751e-9,352.3190297075305,0.002153208,0.003218542,ok
LeGresley__LeGresley_87936.mtx,87918,256691,1,17,9.583673136049506e-9,311.3771421670413,0.089143,0.094807875,ok
Lee__fem_filter.mtx,74062,828572,1,13,3.8671069546328584e-9,163.21915053851686,0.178582792,0.078091875,ok
Li__li.mtx,18355,611660,1,10,2.2815895454364558e-9,106.21987705588072,0.071913166,0.025444042,ok
Li__pli.mtx,18355,611660,1,10,2.2815895454364558e-9,106.21987705588072,0.087187791,0.025253084,ok
Lin__Lin.mtx,256000,755200,1,16,8.057211908851422e-9,322.943093220339,0.3540505,0.172711459,ok
LiuWenzhuo__powersim.mtx,10378,24269,1,17,3.809307389594107e-9,378.4340516708558,0.004241709,0.007342041,ok
Lourakis__bundle1.mtx,10581,380115,1,9,3.5892338677195248e-9,92.0233692435184,0.066470958,0.012647125,ok
Lucifora__cell1.mtx,7055,13859,1,11,2.845477109372789e-9,268.06299155783245,0.003101667,0.002756167,ok
Lucifora__cell2.mtx,7055,13859,1,11,2.845477109372789e-9,268.06299155783245,0.003005125,0.00275525,ok
MKS__fp.mtx,7548,317300,1,13,4.629045320366433e-9,133.8350204853451,0.031227459,0.015956917,ok
ML_Graph__Binaryalphadigs_10NN.mtx,1404,9696,1,15,7.170262351333923e-9,242.79393564356437,0.002136042,0.001255834,ok
ML_Graph__Ecoli_10NN.mtx,336,2280,1,13,2.364846282693529e-9,187.77017543859648,0.000801667,0.000196791,ok
ML_Graph__Fashion_MNIST_norm_10NN.mtx,10000,79152,1,12,6.118046803516588e-9,174.64736203759855,0.014132708,0.009400834,ok
ML_Graph__Glass_10NN.mtx,214,1493,1,12,4.673617821994375e-9,156.95646349631613,0.000273208,0.000115209,ok
ML_Graph__JapaneseVowelsSmall_10NN.mtx,9961,65572,1,14,9.85465033066906e-9,237.5134203623498,0.052701125,0.01081575,ok
ML_Graph__Olivetti_norm_10NN.mtx,400,2828,1,13,6.6885956315293825e-9,203.5961810466761,0.001321166,0.00026175,ok
ML_Graph__Plants_10NN.mtx,1600,10965,1,13,8.940318774748474e-9,203.88837209302326,0.002139292,0.001283042,ok
ML_Graph__Spectro_10NN.mtx,531,3711,1,14,6.392445516650181e-9,197.98059822150364,0.000480333,0.000404417,ok
ML_Graph__Vehicle_10NN.mtx,846,5447,1,13,6.843542549859456e-9,192.38663484486872,0.000934125,0.000587625,ok
ML_Graph__YaleA_10NN.mtx,165,1134,1,10,3.099411757476722e-9,151.01410934744268,0.000302166,7.5959e-5,ok
ML_Graph__YaleB_10NN.mtx,2414,17404,1,13,5.195174507135812e-9,195.4511606527235,0.003546125,0.001921083,ok
ML_Graph__breasttissue_10NN.mtx,106,706,0,0,0,0,0,0,skip(size)
ML_Graph__cnae9_10NN.mtx,1080,9139,1,12,2.609646676942988e-9,152.1724477513951,0.002199041,0.000725792,ok
ML_Graph__collins_15NN.mtx,1000,8246,1,14,5.128691548511132e-9,162.937181663837,0.000625709,0.000892875,ok
ML_Graph__dataset12mfeatfactors_10NN.mtx,2000,13721,1,14,4.48764520000558e-9,208.30318489905983,0.00262,0.001564833,ok
ML_Graph__dataset16mfeatkarhunen_10NN.mtx,2000,13834,1,14,4.7964081514011685e-9,200.2929015469134,0.002285542,0.001520416,ok
ML_Graph__dataset18mfeatmorphological_10NN.mtx,2000,11416,1,22,6.48656027759198e-9,274.94218640504556,0.001447541,0.001974334,ok
ML_Graph__dataset20mfeatpixel_10NN.mtx,2000,13966,1,14,8.073286985986241e-9,194.52842617786052,0.002295375,0.001493292,ok
ML_Graph__dataset22mfeatzernike_10NN.mtx,2000,13707,1,15,3.3116032700216977e-9,220.3414313854235,0.003030084,0.001648,ok
ML_Graph__dermatology_5NN.mtx,366,1220,1,13,5.415790726318317e-9,202.16065573770493,0.000587541,0.000139834,ok
ML_Graph__har_10NN.mtx,10299,75868,1,16,3.2639753087320166e-9,245.7529393156535,0.014703625,0.012796792,ok
ML_Graph__indianpines_10NN.mtx,9144,62328,1,14,7.375496019828985e-9,200.81132075471697,0.010289833,0.009004542,ok
ML_Graph__iris_dataset_30NN.mtx,150,2759,1,10,1.2355292933609216e-9,106.05291772381298,0.000210292,0.000133083,ok
ML_Graph__k49_norm_10NN.mtx,38547,309079,1,14,3.1813889254871903e-9,261.4023793269682,0.143303917,0.065121333,ok
ML_Graph__kmnist_norm_10NN.mtx,10000,78466,1,12,3.27461948340584e-9,193.73639538143908,0.022456375,0.010048875,ok
ML_Graph__mice_10NN.mtx,1077,6742,1,16,3.907997923820551e-9,221.23524176802135,0.001202959,0.000860708,ok
ML_Graph__micromass_10NN.mtx,571,4834,1,13,9.444329371304477e-9,176.44662805130326,0.000874208,0.000477167,ok
ML_Graph__mnist_test_norm_10NN.mtx,10000,72800,1,12,7.964436448784399e-9,202.7175824175824,0.016297833,0.011248125,ok
ML_Graph__optdigits_10NN.mtx,5620,39825,1,14,3.984692534449923e-9,212.63266792215944,0.044005083,0.005088208,ok
ML_Graph__plantsmargin_12NN.mtx,1600,12741,1,12,5.276659427357582e-9,155.1363315281375,0.001722333,0.001139875,ok
ML_Graph__plantstexture_10NN.mtx,1599,10602,1,15,2.331836789157036e-9,218.25834748160725,0.002083292,0.001263708,ok
ML_Graph__semeion_10NN.mtx,1593,11113,1,12,7.263824340057489e-9,183.92837217672997,0.002101583,0.001051208,ok
ML_Graph__umistfacesnorm_10NN.mtx,575,3495,1,16,7.387720242652335e-9,204.42918454935622,0.0009555,0.000402792,ok
ML_Graph__usps_norm_5NN.mtx,11000,40556,1,17,4.325957109613097e-9,397.68078705986784,0.012608041,0.012398042,ok
ML_Graph__worms20_10NN.mtx,20055,120413,1,16,6.207955900640468e-9,239.38186076254226,0.019371792,0.0270395,ok
ML_Graph__yeast_30NN.mtx,1484,31175,1,12,2.502527239710872e-9,133.9180753809142,0.005317833,0.001792333,ok
Mallya__lhr01.mtx,909,7703,1,13,7.350430666965449e-9,180.09126314422952,0.006228,0.000696666,ok
Mallya__lhr02.mtx,924,7718,1,14,3.464902684423494e-9,194.26224410469032,0.001131709,0.000789584,ok
Mallya__lhr04.mtx,2501,28072,1,14,1.9997658213110627e-9,189.82138785978913,0.003890125,0.002636375,ok
Mallya__lhr04c.mtx,2502,28844,1,12,8.961299483136677e-9,160.1719595063098,0.003898583,0.002153416,ok
Mallya__lhr07.mtx,2075,21192,1,17,4.583375463587567e-9,241.08441864854663,0.002610542,0.002518667,ok
Mallya__lhr07c.mtx,2076,21916,1,16,6.926097256825755e-9,225.4163168461398,0.002587333,0.002380667,ok
Mallya__lhr10.mtx,3160,18712,1,19,4.599833572844549e-9,297.47712697734073,0.007464916,0.003113834,ok
Mallya__lhr10c.mtx,3163,19104,1,18,8.138648342769305e-9,278.21513819095475,0.002487584,0.002940125,ok
Mallya__lhr11.mtx,1687,15004,1,18,8.829632089708674e-9,263.67888563049854,0.002004959,0.001947958,ok
Mallya__lhr11c.mtx,1687,15290,1,13,6.281071686775014e-9,184.19444081098757,0.002011583,0.0014325,ok
Mallya__lhr14.mtx,3260,13932,1,21,8.361449581756711e-9,376.3479758828596,0.002309042,0.003248208,ok
Mallya__lhr14c.mtx,3261,14187,1,21,5.7075286670154584e-9,372.3381264537957,0.002257417,0.003317083,ok
Mallya__lhr17.mtx,3239,11149,1,21,9.296378128469896e-9,382.9067180913086,0.001683542,0.002883583,ok
Mallya__lhr17c.mtx,3273,11319,1,22,7.81484612900581e-9,398.66861030126336,0.001626417,0.003050416,ok
Mallya__lhr34.mtx,1191,7810,1,18,9.030986312996411e-9,276.8842509603073,0.001002,0.001131459,ok
Mallya__lhr34c.mtx,3273,11319,1,22,7.81484612900581e-9,398.66861030126336,0.001523417,0.002742083,ok
Mallya__lhr71.mtx,1191,7810,1,18,9.030986312996411e-9,276.8842509603073,0.000945792,0.00106825,ok
Mallya__lhr71c.mtx,3296,11342,1,20,5.381894185188377e-9,363.3715394110386,0.001517208,0.00257325,ok
Mancktelow__viscorocks.mtx,36990,547939,1,12,5.402476552122162e-9,129.27935408868507,0.053547584,0.028729125,ok
Marini__eurqsa.mtx,6734,19430,1,12,9.553761974968669e-9,306.6713329902213,0.004523417,0.003663208,ok
Martin__marine1.mtx,400320,3015455,1,13,9.539217540738225e-9,177.64439396376335,0.60523075,0.352045542,ok
MathWorks__Harvard500.mtx,389,1267,1,15,2.585179185772817e-9,217.991318074191,0.000837583,0.000167667,ok
MathWorks__Kaufhold.mtx,8424,16764,1,16,4.444860256792797e-9,391.91982820329275,0.004425541,0.006265584,ok
MathWorks__Kuu.mtx,7102,166549,1,12,5.495386580980044e-9,135.27680142180378,0.016081667,0.008812333,ok
MathWorks__Muu.mtx,3551,40758,1,12,3.4007751066010204e-9,133.91461798910643,0.002328792,0.002457833,ok
MathWorks__Pd.mtx,20,20,0,0,0,0,0,0,skip(size)
MathWorks__Sieber.mtx,2290,4578,1,5,8.277004947259821e-9,67.52948885976409,0.000225459,0.000273959,ok
MathWorks__TS.mtx,2000,21511,1,18,8.133252782447142e-9,216.374877969411,0.002190458,0.002047291,ok
MathWorks__pivtol.mtx,102,101,0,0,0,0,0,0,skip(size)
MathWorks__tomography.mtx,464,14113,1,7,4.722590122042045e-10,72.07723375611138,0.003319125,0.000394,ok
MaxPlanck__shallow_water1.mtx,81920,122880,1,16,3.456028982695539e-9,555.5385416666667,0.080674709,0.055076959,ok
MaxPlanck__shallow_water2.mtx,81920,122880,1,16,3.456028982695539e-9,555.5385416666667,0.045652291,0.056579084,ok
McRae__ecology1.mtx,1000000,1998000,1,11,2.4563733970751333e-9,293.6181991991992,0.51131975,0.473694,ok
McRae__ecology2.mtx,999999,1997996,1,11,2.4947410543210785e-9,293.61852826532186,0.49711525,0.469201292,ok
Meng__iChem_Jacobian.mtx,274087,1591768,1,14,5.038652785564406e-9,227.3121949932402,0.40480225,0.221200125,ok
Meszaros__iprob.mtx,3001,3000,1,1,1.53654109650992e-15,17.002333333333333,0.00017725,8.7334e-5,ok
Moqri__MISKnowledgeMap.mtx,2427,28511,1,10,1.9081164617769856e-9,130.30724983339763,0.003333375,0.001794167,ok
Morandini__robot.mtx,120,381,0,0,0,0,0,0,skip(size)
Morandini__rotor1.mtx,100,309,0,0,0,0,0,0,skip(size)
Morandini__rotor2.mtx,785,4076,1,12,2.9650834284550475e-9,183.8125613346418,0.0006935,0.000425666,ok
Muite__Chebyshev1.mtx,261,1540,1,6,5.255596321080975e-10,67.11818181818182,0.001261125,5.7e-5,ok
Muite__Chebyshev2.mtx,2053,12292,1,6,5.885518079657065e-10,67.05385616661243,0.000306583,0.000422917,ok
Muite__Chebyshev3.mtx,4101,24580,1,6,6.110882621209872e-10,67.02693246541904,0.00063625,0.00084675,ok
Muite__Chebyshev4.mtx,68121,3973200,1,8,1.8466056517453546e-9,80.9601268498943,0.461117917,0.102932542,ok
Mulvey__finan512.mtx,74752,261120,1,12,4.554911377493555e-9,264.2549632352941,0.092725625,0.04313175,ok
Mulvey__pfinan512.mtx,74752,261120,1,12,4.554911377493555e-9,264.2549632352941,0.056748,0.043266083,ok
Mycielski__mycielskian10.mtx,767,22196,1,6,7.985613714427288e-10,61.56082176968823,0.001874083,0.000537583,ok
Mycielski__mycielskian11.mtx,1535,67355,1,6,8.442694850452392e-10,61.001707371390395,0.006648625,0.001489583,ok
Mycielski__mycielskian12.mtx,3071,203600,1,6,6.093622882395269e-10,60.651335952848726,0.026212083,0.0044235,ok
Mycielski__mycielskian13.mtx,6143,613871,1,5,9.263510219408048e-9,50.35610901964745,0.10951025,0.0100105,ok
Mycielski__mycielskian14.mtx,12287,1847756,1,6,3.710683668115533e-10,60.28203074431906,0.521680875,0.03604675,ok
Mycielski__mycielskian15.mtx,24575,5555555,0,0,0,0,0,0,skip(size)
Mycielski__mycielskian5.mtx,23,71,0,0,0,0,0,0,skip(size)
Mycielski__mycielskian6.mtx,47,236,0,0,0,0,0,0,skip(size)
Mycielski__mycielskian7.mtx,95,755,0,0,0,0,0,0,skip(size)
Mycielski__mycielskian8.mtx,191,2360,1,6,2.9523773973613576e-9,64.64491525423729,0.000204625,7.1292e-5,ok
Mycielski__mycielskian9.mtx,383,7271,1,6,1.6186333968867623e-9,62.740475863017465,0.000513708,0.000174042,ok
ND__nd3k.mtx,9000,1635345,1,10,2.40707438623735e-9,100.49726510308223,0.759732875,0.058256542,ok
ND__nd6k.mtx,18000,3439658,1,10,3.810167407908373e-9,100.51505702020376,1.596482083,0.111909375,ok
Nasa__barth.mtx,215,215,0,0,0,0,0,0,skip(size)
Nasa__barth4.mtx,6019,11761,1,16,4.351208952593446e-9,399.8938865742709,0.003198458,0.003779625,ok
Nasa__barth5.mtx,7691,16507,1,17,5.441511940567482e-9,389.3377960865088,0.00434275,0.005288542,ok
Nasa__nasa1824.mtx,1824,18692,1,10,9.292933837579154e-9,119.13652899636207,0.001993792,0.001153375,ok
Nasa__nasa2146.mtx,2146,35052,1,10,4.739802656149766e-9,107.73308227775875,0.001321042,0.001542,ok
Nasa__nasa2910.mtx,2910,85693,1,11,4.447647600377413e-9,139.01669914695483,0.007778042,0.004838458,ok
Nasa__nasa4704.mtx,4704,50026,1,11,2.9623320782890623e-9,154.67988645904128,0.005310042,0.004944375,ok
Nasa__nasasrb.mtx,54870,1311227,1,12,5.061457651497874e-9,133.3729155973756,0.060022792,0.081679666,ok
Nasa__pwt.mtx,36463,144794,1,14,3.595861538970089e-9,271.11282235451745,0.04191125,0.029125458,ok
Nasa__shuttle_eddy.mtx,10429,46585,1,15,3.5615716428190737e-9,221.38402919394656,0.074923625,0.007381917,ok
Nasa__skirt.mtx,7928,59379,1,13,4.41849700722105e-9,166.8450462284646,0.008792084,0.005608625,ok
Negre__dendrimer.mtx,730,31147,1,8,1.1212761919310472e-9,81.80819982662857,0.001778417,0.000939125,ok
Nemeth__nemeth01.mtx,9506,357774,1,9,6.680368165313896e-9,92.24090627043888,0.02507175,0.012328583,ok
Nemeth__nemeth02.mtx,9506,192651,1,9,6.934684954333188e-9,96.30375134310229,0.007887333,0.007700458,ok
Nemeth__nemeth03.mtx,9506,192651,1,9,6.934684954333188e-9,96.30375134310229,0.044066792,0.007996958,ok
Nemeth__nemeth04.mtx,9506,192651,1,9,6.934684954333188e-9,96.30375134310229,0.008491333,0.008376417,ok
Nemeth__nemeth05.mtx,9506,192651,1,9,6.934684954333188e-9,96.30375134310229,0.008369875,0.008393167,ok
Nemeth__nemeth06.mtx,9506,192651,1,9,6.934684954333188e-9,96.30375134310229,0.008200708,0.008808,ok
Nemeth__nemeth07.mtx,9506,192653,1,9,6.935839530066286e-9,96.29929458664023,0.046379792,0.008273458,ok
Nemeth__nemeth08.mtx,9506,192655,1,9,6.992003803627724e-9,96.28792400923932,0.007840833,0.009569375,ok
Nemeth__nemeth09.mtx,9506,193000,1,9,6.968758792529056e-9,96.27323316062176,0.008180625,0.008801375,ok
Nemeth__nemeth10.mtx,9506,195971,1,10,4.850927248874801e-9,107.7839068025371,0.009712958,0.010366459,ok
Nemeth__nemeth11.mtx,9506,199379,1,10,6.091416701376423e-9,109.34722312781186,0.009042083,0.01051,ok
Nemeth__nemeth12.mtx,9506,218656,1,10,3.733102654430958e-9,107.2148946290063,0.0491905,0.009839375,ok
Nemeth__nemeth13.mtx,9506,232483,1,9,4.075219902539078e-9,97.3283551915624,0.017396666,0.00994675,ok
Nemeth__nemeth14.mtx,9506,243319,1,9,5.485337464169468e-9,96.52550766688996,0.01091475,0.010936375,ok
Nemeth__nemeth15.mtx,9506,265148,1,10,5.560870879169096e-9,104.96779157300828,0.050280833,0.011968833,ok
Nemeth__nemeth16.mtx,9506,288753,1,10,3.4933972797615733e-9,103.2332131614217,0.017574625,0.01237725,ok
Nemeth__nemeth17.mtx,9506,310057,1,10,4.785765130088062e-9,103.33693482166183,0.012123792,0.012097875,ok
Nemeth__nemeth18.mtx,9506,342864,1,10,2.5049609159005694e-9,102.57799010686453,0.01763475,0.013924708,ok
Nemeth__nemeth19.mtx,9506,404398,1,9,4.28505489889024e-9,92.0497579117602,0.051913667,0.014364791,ok
Nemeth__nemeth20.mtx,9506,481182,1,9,9.654322104306314e-9,91.69064927615746,0.022120375,0.015700125,ok
Nemeth__nemeth21.mtx,9506,582120,1,10,6.230772941055354e-9,101.42015392015392,0.020582083,0.024061292,ok
Nemeth__nemeth22.mtx,9506,674663,1,8,8.112336163259287e-9,81.16523953440458,0.023479833,0.021434375,ok
Nemeth__nemeth23.mtx,9506,748652,1,9,3.400683112232409e-9,91.42869584266121,0.065226625,0.02670475,ok
Nemeth__nemeth24.mtx,9506,748522,1,8,4.003992883983023e-9,81.37454877745745,0.035057958,0.023900166,ok
Nemeth__nemeth25.mtx,9506,751126,1,9,2.292309117137268e-9,91.15166296999438,0.0600515,0.025426875,ok
Nemeth__nemeth26.mtx,9506,751127,1,9,2.292364644935116e-9,91.15166143674772,0.024332959,0.024191459,ok
Newman__adjnoun.mtx,112,425,0,0,0,0,0,0,skip(size)
Newman__as-22july06.mtx,22963,48436,1,13,5.043376474675966e-9,304.3815963333058,0.082098209,0.014558416,ok
Newman__astro-ph.mtx,14845,119652,1,15,8.600005053986207e-9,236.58898305084745,0.063002958,0.022208,ok
Newman__celegansneural.mtx,270,1016,1,11,8.816002250139308e-9,196.0728346456693,0.000666375,0.00015425,ok
Newman__cond-mat-2003.mtx,27519,116181,1,91,6.076498910205653e-9,2222.494908806087,0.034274875,0.225836125,ok
Newman__cond-mat-2005.mtx,36458,171734,1,15,6.767018287228764e-9,359.50143827081416,0.067093375,0.055669542,ok
Newman__cond-mat.mtx,13861,44619,1,17,9.874049859241094e-9,394.8801407472153,0.016022,0.018823916,ok
Newman__dolphins.mtx,62,159,0,0,0,0,0,0,skip(size)
Newman__football.mtx,115,613,0,0,0,0,0,0,skip(size)
Newman__hep-th.mtx,5835,13815,1,17,9.91332252074017e-9,464.14860658704305,0.00517625,0.005746208,ok
Newman__karate.mtx,34,78,0,0,0,0,0,0,skip(size)
Newman__lesmis.mtx,77,254,0,0,0,0,0,0,skip(size)
Newman__netscience.mtx,379,914,0,0,0,0,0,0,skip(size)
Newman__polblogs.mtx,1095,9511,1,9,2.9880489116448393e-9,135.45042582273157,0.002565292,0.000899167,ok
Newman__polbooks.mtx,105,441,0,0,0,0,0,0,skip(size)
Newman__power.mtx,4941,6594,1,17,6.567218433261023e-9,510.8378829238702,0.003223375,0.004051334,ok
Norris__fv1.mtx,9604,37830,1,15,3.32961845790482e-9,229.3148295003965,0.003905,0.00638175,ok
Norris__fv2.mtx,9801,38612,1,14,9.540793092726455e-9,209.98730964467006,0.003860583,0.006806959,ok
Norris__fv3.mtx,9801,38612,1,14,9.540793092726455e-9,209.98730964467006,0.003841,0.0055825,ok
Norris__heart1.mtx,3557,690951,1,9,3.2016205846928707e-9,90.35011310498139,0.806185042,0.022861083,ok
Norris__heart2.mtx,2339,339072,1,8,9.935045563228514e-9,87.74426670441676,0.034937042,0.009681666,ok
Norris__heart3.mtx,2339,339072,1,8,9.935045563228514e-9,87.74426670441676,0.039010334,0.009583083,ok
Norris__lung1.mtx,1650,3297,1,17,6.491456591420892e-9,308.7121625720352,0.0011555,0.000983416,ok
Norris__lung2.mtx,109460,218917,1,19,6.49901791277119e-9,382.01545791327305,0.150365708,0.071042542,ok
Norris__stomach.mtx,213360,1404144,1,12,3.554257768343134e-9,177.7545892728951,0.305544417,0.153999167,ok
Norris__torso1.mtx,116158,4004020,1,12,2.7690454949044134e-9,282.4190268779876,4.313678083,0.357778,ok
Norris__torso2.mtx,115967,458755,1,14,7.381646051239016e-9,224.89229763163345,0.088450833,0.067134834,ok
Norris__torso3.mtx,259156,2085329,1,13,8.718006634613457e-9,175.07516655645225,0.355679541,0.202252167,ok
Oberwolfach__LF10000.mtx,19998,39992,1,17,4.660282949568122e-9,353.52875575115024,0.006213875,0.013746166,ok
Oberwolfach__LFAT5000.mtx,9998,19992,1,17,4.480675238821101e-9,343.35884353741494,0.00321825,0.006826625,ok
Oberwolfach__boneS01.mtx,127224,2694689,1,12,2.5817417363389823e-9,131.49540299455708,0.314183333,0.154608375,ok
Oberwolfach__chipcool0.mtx,20082,130534,1,13,7.700515684945258e-9,181.54447117226164,0.067594875,0.018657333,ok
Oberwolfach__chipcool1.mtx,20082,130534,1,13,7.700515684945258e-9,181.54447117226164,0.032724209,0.01853575,ok
Oberwolfach__filter2D.mtx,1668,4541,1,15,8.658263877397854e-9,286.6813477207663,0.001209416,0.000880167,ok
Oberwolfach__filter3D.mtx,106437,1300371,1,13,9.69774735751423e-9,148.53324089817445,0.291095375,0.11257875,ok
Oberwolfach__flowmeter0.mtx,9669,28861,1,13,9.793223534990731e-9,278.12234503308963,0.005774,0.005121166,ok
Oberwolfach__flowmeter5.mtx,9669,28861,1,13,9.793223534990731e-9,278.12234503308963,0.005718708,0.005394084,ok
Oberwolfach__gas_sensor.mtx,66917,818224,1,13,5.535403067059525e-9,154.97361480474785,0.1291495,0.058165583,ok
Oberwolfach__gyro.mtx,17361,501899,1,14,7.435134490656757e-9,168.32638837694438,0.102819959,0.033906166,ok
Oberwolfach__gyro_k.mtx,17361,501899,1,14,7.435134490656757e-9,168.32638837694438,0.109969917,0.033841708,ok
Oberwolfach__gyro_m.mtx,5787,53845,1,15,3.489829535705952e-9,207.94883461788467,0.006815792,0.006619166,ok
Oberwolfach__inlet.mtx,11729,106763,1,9,9.108325431851922e-9,131.24836319698773,0.007683166,0.007332292,ok
Oberwolfach__piston.mtx,2025,48995,1,11,2.8338725233375186e-9,115.11821614450454,0.001597875,0.002084666,ok
Oberwolfach__rail_1357.mtx,1357,3814,1,15,6.330245665002779e-9,279.65521761929733,0.001039666,0.000705875,ok
Oberwolfach__rail_20209.mtx,20209,59512,1,16,3.6896994851770835e-9,335.6797956714612,0.010131,0.014189291,ok
Oberwolfach__rail_5177.mtx,5177,15004,1,16,4.442587825414795e-9,326.1327645961077,0.002911875,0.003387,ok
Oberwolfach__rail_79841.mtx,79841,237040,1,16,4.603317335253219e-9,340.6778940263247,0.078786958,0.060767625,ok
Oberwolfach__spiral.mtx,665,7657,1,12,4.4841749907206426e-9,142.05824735536112,0.000659666,0.000507667,ok
Oberwolfach__t2dah.mtx,11445,82336,1,13,6.459004985175682e-9,173.55653663039254,0.01399025,0.007457625,ok
Oberwolfach__t2dah_a.mtx,11445,82336,1,13,6.459004985175682e-9,173.55653663039254,0.013070584,0.007466416,ok
Oberwolfach__t2dah_e.mtx,11445,82336,1,13,6.459004985175682e-9,173.55653663039254,0.013024334,0.0074995,ok
Oberwolfach__t2dal.mtx,4257,16604,1,14,6.488962758441908e-9,213.27571669477234,0.007806958,0.002273459,ok
Oberwolfach__t2dal_a.mtx,4257,16604,1,14,6.488962758441908e-9,213.27571669477234,0.002859708,0.002550584,ok
Oberwolfach__t2dal_bci.mtx,4257,16604,1,14,6.488962758441908e-9,213.27571669477234,0.002812708,0.002203542,ok
Oberwolfach__t2dal_e.mtx,1,0,0,0,0,0,0,0,skip(size)
Oberwolfach__t3dh.mtx,79171,2136467,1,12,3.157953854063932e-9,126.5766126975048,0.365989792,0.106722,ok
Oberwolfach__t3dh_a.mtx,79171,2136467,1,12,3.157953854063932e-9,126.5766126975048,0.334276791,0.109435959,ok
Oberwolfach__t3dh_e.mtx,79171,2136467,1,12,3.157953854063932e-9,126.5766126975048,0.330925417,0.114464708,ok
Oberwolfach__t3dl.mtx,20360,244753,1,13,4.434776497409633e-9,155.2877308960462,0.034473333,0.0192695,ok
Oberwolfach__t3dl_a.mtx,20360,244753,1,13,4.434776497409633e-9,155.2877308960462,0.029392708,0.017878375,ok
Oberwolfach__t3dl_e.mtx,1,0,0,0,0,0,0,0,skip(size)
Oberwolfach__windscreen.mtx,22692,729849,1,10,7.149473378997713e-9,104.58527722857743,0.126851292,0.028548,ok
Okunbor__aft01.mtx,8205,58681,1,12,4.971686484242164e-9,171.38460489766706,0.004804834,0.005857583,ok
Okunbor__aft02.mtx,8184,59789,1,12,4.654071637576199e-9,169.57674488618306,0.004811084,0.005430875,ok
PARSEC__CO.mtx,221119,3722469,1,11,4.758550692613065e-9,176.88058355892286,0.702850667,0.264742458,ok
PARSEC__Ga10As10H30.mtx,113081,3001276,1,10,3.6685593596336277e-9,132.81932418078176,0.802032625,0.152494917,ok
PARSEC__Ga19As19H42.mtx,133123,4375858,1,9,7.150083351652364e-9,112.2098269642205,0.966582167,0.184744292,ok
PARSEC__Ga3As3H12.mtx,61349,2954799,1,9,2.34323204725177e-9,105.04863681082875,0.649965708,0.109079791,ok
PARSEC__GaAsH6.mtx,61349,1660230,1,10,3.098193905800869e-9,132.8239400564982,0.333445042,0.083884833,ok
PARSEC__Ge87H76.mtx,112985,3889605,1,10,7.156403627099525e-9,121.23126898489693,0.631749792,0.177685167,ok
PARSEC__Ge99H100.mtx,112985,4169205,1,10,3.896371957818644e-9,118.58625565305616,0.681941916,0.187345875,ok
PARSEC__H2O.mtx,67024,1074856,1,10,6.51337059355794e-9,156.43502013292942,0.157826291,0.0687925,ok
PARSEC__Na5.mtx,5832,149899,1,8,8.106818137921913e-9,91.75116578496187,0.012462209,0.005940625,ok
PARSEC__Si10H16.mtx,17077,429423,1,9,2.844457750723336e-9,109.85051802069289,0.100325458,0.018966,ok
PARSEC__Si2.mtx,769,8516,1,8,1.6408340710086944e-9,99.54250821982151,0.001171917,0.00036825,ok
PARSEC__Si34H36.mtx,97569,2529405,1,10,2.8152116376756726e-9,132.5124960217917,0.341722958,0.129919667,ok
PARSEC__Si5H12.mtx,19896,359351,1,10,3.2849710108820056e-9,148.94317811833,0.084545166,0.021557917,ok
PARSEC__Si87H76.mtx,240369,5210631,0,0,0,0,0,0,skip(size)
PARSEC__SiH4.mtx,5041,83431,1,9,2.1839467679998868e-9,112.96272368783785,0.008906917,0.004273167,ok
PARSEC__SiNa.mtx,5743,96522,1,9,2.924389898884013e-9,114.7950829862622,0.011059708,0.00472,ok
PARSEC__SiO.mtx,33401,642127,1,9,7.706732837118486e-9,130.31212361417602,0.140428083,0.033899,ok
PARSEC__SiO2.mtx,155331,5564086,0,0,0,0,0,0,skip(size)
PARSEC__benzene.mtx,8219,117225,1,10,4.28558286405145e-9,144.5866496054596,0.013520416,0.007226375,ok
POLYFLOW__invextr1_new.mtx,30412,888780,1,12,4.741918898855571e-9,127.1736177681766,0.152978958,0.043494209,ok
POLYFLOW__mixtank_new.mtx,29957,982542,1,11,9.33300537544218e-9,114.17833232574282,0.201470583,0.042094083,ok
Pajek__CSphd.mtx,114,114,0,0,0,0,0,0,skip(size)
Pajek__California.mtx,2906,5517,1,15,6.959013107056825e-9,413.65415986949426,0.001764292,0.001605208,ok
Pajek__EAT_RS.mtx,18842,155957,1,7,7.235109635324099e-9,143.06074110171394,0.108806292,0.01464475,ok
