name,n,m,converged,pcg_iters,setup_s,solve_s,status
ACUSIM__Pres_Poisson.mtx,14822,350491,1,14,0.157797917,0.108023042,ok
AG-Monien__3elt.mtx,4720,13722,1,25,0.001713,0.009931875,ok
AG-Monien__3elt_dual.mtx,9000,13278,1,30,0.001766792,0.002943583,ok
AG-Monien__L-9.mtx,17983,35596,1,30,0.004468542,0.007066542,ok
AG-Monien__L.mtx,956,1820,1,22,0.000264417,0.000293416,ok
AG-Monien__airfoil1.mtx,4253,12289,1,25,0.0015065,0.001689041,ok
AG-Monien__airfoil1_dual.mtx,8034,11813,1,28,0.001688166,0.002581708,ok
AG-Monien__bfly.mtx,49152,98304,1,28,0.030608792,0.02380275,ok
AG-Monien__big_dual.mtx,30269,44929,1,33,0.085851125,0.0110525,ok
AG-Monien__biplane-9.mtx,21701,42038,1,30,0.005764167,0.009124833,ok
AG-Monien__brack2.mtx,62631,366559,1,19,0.083514084,0.032713083,ok
AG-Monien__cage.mtx,366,2562,1,16,0.000478208,0.000182667,ok
AG-Monien__cca.mtx,49152,69632,1,28,0.095714458,0.017616333,ok
AG-Monien__ccc.mtx,49152,73728,1,27,0.017130875,0.024753916,ok
AG-Monien__crack.mtx,10240,30380,1,26,0.003397292,0.003582125,ok
AG-Monien__crack_dual.mtx,20141,30043,1,32,0.004039625,0.007384875,ok
AG-Monien__debr.mtx,1048576,2097149,1,30,1.89492225,0.774889791,ok
AG-Monien__diag.mtx,2559,4092,1,26,0.000483875,0.000921083,ok
AG-Monien__grid1.mtx,252,476,0,0,0,0,skip(size)
AG-Monien__grid1_dual.mtx,224,420,0,0,0,0,skip(size)
AG-Monien__grid2.mtx,3296,6432,1,27,0.00092125,0.001144541,ok
AG-Monien__grid2_dual.mtx,3136,6112,1,27,0.000786333,0.001073292,ok
AG-Monien__netz4504.mtx,1961,2578,1,20,0.000376375,0.000439,ok
AG-Monien__netz4504_dual.mtx,615,1171,1,23,0.000158875,0.000180875,ok
AG-Monien__se.mtx,32768,49150,1,27,0.011083125,0.011638916,ok
AG-Monien__shock-9.mtx,36476,71290,1,33,0.0092555,0.016818083,ok
AG-Monien__stufe-10.mtx,24010,46414,1,32,0.006165583,0.017091041,ok
AG-Monien__stufe.mtx,1036,1868,1,23,0.000238458,0.000264292,ok
AG-Monien__ukerbe1.mtx,5981,7852,1,21,0.000935583,0.001159959,ok
AG-Monien__ukerbe1_dual.mtx,1866,3538,1,25,0.000412583,0.000567917,ok
AG-Monien__wave.mtx,156317,1059331,1,19,0.552650083,0.09148275,ok
AG-Monien__whitaker3.mtx,9800,28989,1,27,0.003722792,0.004165416,ok
AG-Monien__whitaker3_dual.mtx,19190,28581,1,31,0.004440625,0.007250416,ok
AMD__G2_circuit.mtx,150102,288286,1,29,0.155557916,0.065584042,ok
AMD__G3_circuit.mtx,1585478,3037674,1,32,0.945633416,1.078255125,ok
ATandT__onetone1.mtx,35397,144932,1,17,0.033756708,0.013000042,ok
ATandT__onetone2.mtx,35397,88468,1,18,0.015877625,0.009635291,ok
ATandT__pre2.mtx,657470,2539717,1,18,0.824949667,0.345514708,ok
ATandT__twotone.mtx,120746,540896,1,16,0.132127375,0.045625209,ok
Alemdar__Alemdar.mtx,6240,18168,1,23,0.002468708,0.001978458,ok
Andrews__Andrews.mtx,60000,350077,1,16,0.22490575,0.041298875,ok
Andrianov__ex3sta1.mtx,16782,331108,1,13,0.078304917,0.020660042,ok
Andrianov__fxm3_6.mtx,5026,44500,1,16,0.004791959,0.001913375,ok
Andrianov__fxm4_6.mtx,18892,239476,1,16,0.032735292,0.010320084,ok
Andrianov__ins2.mtx,309412,1221036,1,8,0.253819875,0.032744,ok
Andrianov__lp1.mtx,534388,554516,1,14,0.0324875,0.084171292,ok
Andrianov__lpl1.mtx,32279,147260,1,14,0.020337459,0.008274083,ok
Andrianov__mip1.mtx,66463,5143178,0,0,0,0,skip(size)
Andrianov__net100.mtx,28084,966960,1,12,0.515083417,0.052932083,ok
Andrianov__net125.mtx,34884,1235560,1,12,0.7656645,0.065538792,ok
Andrianov__net150.mtx,41684,1504160,1,13,0.694994291,0.084205959,ok
Andrianov__net25.mtx,7684,161160,1,12,0.054819167,0.007376333,ok
Andrianov__net4-1.mtx,74026,1038021,1,19,0.239499667,0.060734291,ok
Andrianov__net50.mtx,14484,429760,1,12,0.1545995,0.023797167,ok
Andrianov__net75.mtx,21284,698360,1,12,0.310639583,0.039805208,ok
Andrianov__pattern1.mtx,19242,4652095,1,12,1.805712917,0.139761791,ok
Andrianov__pf2177.mtx,9728,357708,1,12,0.13242425,0.016464583,ok
Arenas__PGPgiantcompo.mtx,10680,24316,1,16,0.002762333,0.001975875,ok
Arenas__celegans_metabolic.mtx,453,2025,1,11,0.000216792,8.8958e-5,ok
Arenas__email.mtx,1133,5451,1,13,0.000860958,0.000284708,ok
Arenas__jazz.mtx,198,2742,1,11,0.00033325,9.3709e-5,ok
Averous__epb0.mtx,1794,2985,1,1,0.000225958,2.0417e-5,ok
Averous__epb1.mtx,14734,41262,1,29,0.004469875,0.0061985,ok
Averous__epb2.mtx,25228,83877,1,26,0.010362708,0.011273084,ok
Averous__epb3.mtx,84617,198891,1,31,0.033649042,0.039146708,ok
Bai__af23560.mtx,23560,218519,1,18,0.060001459,0.015606375,ok
Bai__bfwa398.mtx,398,1646,1,14,0.000175583,0.000103875,ok
Bai__bfwa62.mtx,62,197,0,0,0,0,skip(size)
Bai__bfwa782.mtx,782,3376,1,16,0.000343667,0.000204,ok
Bai__bfwb398.mtx,209,673,0,0,0,0,skip(size)
Bai__bfwb62.mtx,35,88,0,0,0,0,skip(size)
Bai__bfwb782.mtx,405,1363,1,16,0.000165833,0.000114667,ok
Bai__bwm200.mtx,200,298,0,0,0,0,skip(size)
Bai__bwm2000.mtx,2000,2998,1,1,0.000238,3.0417e-5,ok
Bai__cdde1.mtx,961,1860,1,23,0.000226,0.0002885,ok
Bai__cdde2.mtx,961,1860,1,23,0.00022875,0.000318917,ok
Bai__cdde3.mtx,961,1860,1,23,0.000247083,0.000314791,ok
Bai__cdde4.mtx,961,1860,1,23,0.000209875,0.000319125,ok
Bai__cdde5.mtx,961,1860,1,23,0.0002305,0.000314292,ok
Bai__cdde6.mtx,961,1860,1,23,0.000202416,0.000314709,ok
Bai__ck104.mtx,52,222,0,0,0,0,skip(size)
Bai__ck400.mtx,200,622,0,0,0,0,skip(size)
Bai__ck656.mtx,328,814,0,0,0,0,skip(size)
Bai__cryg10000.mtx,10000,19799,1,30,0.00224775,0.00375625,ok
Bai__cryg2500.mtx,2500,4899,1,25,0.000565,0.000778375,ok
Bai__dw1024.mtx,2048,4012,1,25,0.000470584,0.000732333,ok
Bai__dw2048.mtx,2048,4012,1,25,0.000477125,0.000701,ok
Bai__dw256A.mtx,512,984,0,0,0,0,skip(size)
Bai__dw256B.mtx,512,984,0,0,0,0,skip(size)
Bai__dw4096.mtx,8192,16378,1,29,0.002002416,0.0029645,ok
Bai__dw8192.mtx,8192,16378,1,29,0.002172,0.003211666,ok
Bai__dwa512.mtx,512,984,0,0,0,0,skip(size)
Bai__dwb512.mtx,512,984,0,0,0,0,skip(size)
Bai__dwg961a.mtx,705,1350,1,23,0.000153458,0.000227125,ok
Bai__dwg961b.mtx,961,4815,1,17,0.000448417,0.000308375,ok
Bai__lop163.mtx,163,178,0,0,0,0,skip(size)
Bai__mhd1280a.mtx,1266,22945,1,13,0.002984458,0.000820166,ok
Bai__mhd1280b.mtx,474,4753,1,14,0.000519208,0.000215458,ok
Bai__mhd3200a.mtx,3193,35605,1,15,0.004116458,0.001576042,ok
Bai__mhd3200b.mtx,798,2787,1,21,0.000231542,0.000276708,ok
Bai__mhd4800a.mtx,4793,53520,1,18,0.006348167,0.004643083,ok
Bai__mhd4800b.mtx,1198,4187,1,21,0.000311583,0.00041475,ok
Bai__mhda416.mtx,409,4483,1,12,0.000510875,0.000163,ok
Bai__mhdb416.mtx,102,351,0,0,0,0,skip(size)
Bai__odepa400.mtx,400,399,0,0,0,0,skip(size)
Bai__odepb400.mtx,1,0,0,0,0,0,skip(size)
Bai__olm100.mtx,100,148,0,0,0,0,skip(size)
Bai__olm1000.mtx,1000,1498,1,1,9.95e-5,1.6667e-5,ok
Bai__olm2000.mtx,2000,2998,1,1,0.000212292,3.1333e-5,ok
Bai__olm500.mtx,500,748,0,0,0,0,skip(size)
Bai__olm5000.mtx,5000,7498,1,1,0.000462708,7.05e-5,ok
Bai__pde225.mtx,225,420,0,0,0,0,skip(size)
Bai__pde2961.mtx,2961,5812,1,26,0.000704208,0.001106,ok
Bai__pde900.mtx,900,1740,1,22,0.000213959,0.000298125,ok
Bai__qc2534.mtx,2534,230413,1,13,0.036908833,0.006355583,ok
Bai__qc324.mtx,324,13203,1,13,0.001348042,0.000354291,ok
Bai__qh1484.mtx,1470,2475,1,18,0.000234875,0.000301,ok
Bai__qh768.mtx,672,1112,1,17,0.000115708,0.000123459,ok
Bai__qh882.mtx,774,1269,1,17,0.000124084,0.000151708,ok
Bai__rbsa480.mtx,480,6256,1,12,0.001012041,0.000244625,ok
Bai__rbsb480.mtx,480,6249,1,13,0.001022125,0.000276208,ok
Bai__rdb1250.mtx,1250,3025,1,22,0.000398625,0.000366708,ok
Bai__rdb1250l.mtx,1250,3025,1,22,0.000372375,0.000386625,ok
Bai__rdb200.mtx,200,460,0,0,0,0,skip(size)
Bai__rdb200l.mtx,200,460,0,0,0,0,skip(size)
Bai__rdb2048.mtx,2048,4992,1,24,0.000592708,0.00061775,ok
Bai__rdb2048_noL.mtx,2048,4992,1,24,0.000653417,0.000677542,ok
Bai__rdb3200l.mtx,3200,7840,1,25,0.000926208,0.000987417,ok
Bai__rdb450.mtx,450,1065,1,20,0.000130542,0.000116583,ok
Bai__rdb450l.mtx,450,1065,1,20,0.000129167,0.000124375,ok
Bai__rdb5000.mtx,5000,12300,1,25,0.001451084,0.001573125,ok
Bai__rdb800l.mtx,800,1920,1,22,0.000245709,0.000227875,ok
Bai__rdb968.mtx,968,2332,1,23,0.000276708,0.000278333,ok
Bai__rw136.mtx,135,239,0,0,0,0,skip(size)
Bai__rw496.mtx,495,929,0,0,0,0,skip(size)
Bai__rw5151.mtx,5150,10099,1,27,0.001113834,0.001516625,ok
Bai__tols1090.mtx,90,1143,1,10,7.925e-5,2.5417e-5,ok
Bai__tols2000.mtx,90,1143,1,10,6.75e-5,2.2625e-5,ok
Bai__tols340.mtx,90,1143,1,10,5.925e-5,2.2e-5,ok
Bai__tols4000.mtx,90,1143,1,10,6.4e-5,2.6041e-5,ok
Bai__tols90.mtx,90,1143,1,10,6.7167e-5,2.225e-5,ok
Bai__tub100.mtx,100,148,0,0,0,0,skip(size)
Bai__tub1000.mtx,1000,1498,1,1,0.000120792,1.675e-5,ok
Barabasi__NotreDame_www.mtx,185085,276110,1,41,0.027852,0.175388708,ok
Barabasi__NotreDame_yeast.mtx,1458,1948,1,14,0.000242458,0.000196791,ok
Bates__Chem97ZtZ.mtx,101,100,0,0,0,0,skip(size)
BenElechi__BenElechi1.mtx,245868,6452311,0,0,0,0,skip(size)
Bindel__ted_A.mtx,10605,119972,1,14,0.011445958,0.004147042,ok
Bindel__ted_AB.mtx,10605,119972,1,14,0.013230917,0.004094041,ok
Bindel__ted_AB_unscaled.mtx,10605,119972,1,14,0.012820209,0.004069916,ok
Bindel__ted_A_unscaled.mtx,10605,119972,1,14,0.013369208,0.00410875,ok
Bindel__ted_B.mtx,2121,22329,1,15,0.002037792,0.000870792,ok
Bindel__ted_B_unscaled.mtx,2121,22329,1,15,0.002106084,0.000904416,ok
Bodendiek__CurlCurl_0.mtx,11083,51130,1,21,0.008125583,0.005206334,ok
Bodendiek__CurlCurl_1.mtx,226451,1122810,1,22,0.463104875,0.215077042,ok
Bodendiek__CurlCurl_2.mtx,806529,4057630,1,22,1.674065291,0.934517166,ok
Boeing__bcsstk34.mtx,588,10415,1,13,0.002175125,0.000426083,ok
Boeing__bcsstk35.mtx,30237,709963,1,16,0.152955333,0.032782125,ok
Boeing__bcsstk36.mtx,23052,560044,1,15,0.20389375,0.024080166,ok
Boeing__bcsstk37.mtx,25503,557737,1,15,0.1936975,0.025008833,ok
Boeing__bcsstk38.mtx,8032,173714,1,15,0.031574875,0.007392708,ok
Boeing__bcsstk39.mtx,46772,1006945,1,17,0.402265541,0.053071792,ok
Boeing__bcsstm34.mtx,588,11841,1,13,0.001666041,0.000453333,ok
Boeing__bcsstm35.mtx,6,15,0,0,0,0,skip(size)
Boeing__bcsstm36.mtx,12172,154217,1,17,0.025457833,0.008087042,ok
Boeing__bcsstm37.mtx,6,9,0,0,0,0,skip(size)
Boeing__bcsstm38.mtx,28,168,0,0,0,0,skip(size)
Boeing__bcsstm39.mtx,1,0,0,0,0,0,skip(size)
Boeing__crystk01.mtx,4875,155508,1,13,0.030262917,0.006023208,ok
Boeing__crystk02.mtx,13965,477309,1,13,0.128284167,0.0198495,ok
Boeing__crystk03.mtx,24696,863241,1,13,0.264655333,0.037594667,ok
Boeing__crystm01.mtx,1625,16744,1,15,0.0024525,0.000841333,ok
Boeing__crystm02.mtx,4655,51490,1,15,0.007930333,0.002642625,ok
Boeing__crystm03.mtx,8232,93179,1,16,0.015843834,0.005093875,ok
Boeing__ct20stif.mtx,52329,1273983,1,14,0.422664875,0.053213041,ok
Boeing__msc00726.mtx,726,16896,1,12,0.002738333,0.000650208,ok
Boeing__msc01050.mtx,1050,12574,1,13,0.001616625,0.000458125,ok
Boeing__msc01440.mtx,1440,21779,1,14,0.00313525,0.000934708,ok
Boeing__msc04515.mtx,2709,32387,1,16,0.0933415,0.001654125,ok
Boeing__msc10848.mtx,10848,609464,1,12,0.2052065,0.018964042,ok
Boeing__msc23052.mtx,23052,559817,1,14,0.13244225,0.022928792,ok
Boeing__nasa1824.mtx,1824,18692,1,15,0.002269917,0.000849958,ok
Boeing__nasa2910.mtx,2910,85693,1,12,0.01178625,0.002437833,ok
Boeing__nasa4704.mtx,4704,50026,1,16,0.006870875,0.002508959,ok
Boeing__pcrystk02.mtx,13965,477309,1,13,0.127645583,0.019698125,ok
Boeing__pcrystk03.mtx,24696,863241,1,13,0.433983625,0.037686958,ok
Boeing__pct20stif.mtx,52329,1323067,1,15,0.512819417,0.058423833,ok
Boeing__pwtk.mtx,217918,5653257,0,0,0,0,skip(size)
Bomhof__circuit_1.mtx,2614,16608,1,9,0.001198541,0.00038325,ok
Bomhof__circuit_2.mtx,4510,9964,1,11,0.000661541,0.000446375,ok
Bomhof__circuit_3.mtx,11941,20041,1,17,0.00147,0.002155791,ok
Bomhof__circuit_4.mtx,67029,117202,1,12,0.010421333,0.009088875,ok
Botonakis__FEM_3D_thermal1.mtx,17880,206430,1,16,0.045850041,0.011853125,ok
Botonakis__FEM_3D_thermal2.mtx,147900,1670700,1,19,0.56366375,0.119905625,ok
Botonakis__thermomech_TC.mtx,102158,304700,1,33,0.064041375,0.076779583,ok
Botonakis__thermomech_TK.mtx,102158,304700,1,33,0.062359292,0.076953625,ok
Botonakis__thermomech_dK.mtx,204316,1320956,1,27,0.375951709,0.159420375,ok
Botonakis__thermomech_dM.mtx,102158,304700,1,33,0.056222709,0.153443708,ok
Bourchtein__atmosmodd.mtx,1270432,3772224,1,26,1.816028667,1.070127959,ok
Bourchtein__atmosmodj.mtx,1270432,3772224,1,26,2.3513415,0.894139625,ok
Bourchtein__atmosmodl.mtx,1489752,4415004,0,0,0,0,skip(size)
Bourchtein__atmosmodm.mtx,1489752,4415004,0,0,0,0,skip(size)
Bova__rma10.mtx,46835,1143979,1,22,0.352512666,0.077766042,ok
Brethour__coater1.mtx,1298,9252,1,14,0.001313375,0.000470542,ok
Brethour__coater2.mtx,9433,104412,1,15,0.022860167,0.005748208,ok
Brunetiere__thermal.mtx,3456,31536,1,18,0.004191333,0.002180375,ok
CEMW__t2em.mtx,919466,1834600,1,41,0.702834166,0.841510042,ok
CEMW__tmt_sym.mtx,726713,2177124,1,36,0.51627125,0.772021791,ok
CEMW__tmt_unsym.mtx,917825,1833488,1,42,0.510075625,0.873898375,ok
CEMW__vfem.mtx,93476,670580,1,19,0.185625209,0.065564333,ok
CPM__cz10228.mtx,10228,46315,1,28,0.005430958,0.006651333,ok
CPM__cz1268.mtx,1268,5751,1,20,0.000578083,0.000443667,ok
CPM__cz148.mtx,148,696,0,0,0,0,skip(size)
CPM__cz20468.mtx,20468,92795,1,35,0.012250875,0.024761833,ok
CPM__cz2548.mtx,2548,11571,1,23,0.001288083,0.001265459,ok
CPM__cz308.mtx,308,1443,1,15,0.000157333,0.00012,ok
CPM__cz40948.mtx,40948,185609,1,40,0.02781825,0.035283833,ok
CPM__cz5108.mtx,5108,23161,1,29,0.002240541,0.003145125,ok
CPM__cz628.mtx,628,2851,1,18,0.000298708,0.000208458,ok
Cannizzo__sts4098.mtx,4098,34129,1,16,0.004343375,0.001846916,ok
Castrillon__denormal.mtx,89400,533412,1,27,0.124351208,0.0698365,ok
Chen__pkustk01.mtx,22044,478668,1,14,0.218485209,0.019630875,ok
Chen__pkustk02.mtx,10800,399600,1,14,0.101824917,0.016080542,ok
Chen__pkustk03.mtx,63336,1533540,1,17,0.641790083,0.082174708,ok
Chen__pkustk04.mtx,55590,2081535,1,13,0.569791333,0.084875083,ok
Chen__pkustk05.mtx,37164,1083990,1,13,0.386625041,0.045374167,ok
Chen__pkustk06.mtx,43164,1264302,1,14,0.422641125,0.052503333,ok
Chen__pkustk07.mtx,16860,1200972,1,11,0.459193375,0.040086875,ok
Chen__pkustk08.mtx,22209,1602231,1,11,0.867498333,0.059679958,ok
Chen__pkustk09.mtx,33960,774840,1,21,0.288127334,0.054684709,ok
Chen__pkustk10.mtx,80676,2114154,1,15,0.785012209,0.102752334,ok
Chen__pkustk11.mtx,87228,2560158,1,13,0.904660709,0.209012833,ok
Chen__pkustk12.mtx,94653,3708832,1,12,0.899939792,0.10813925,ok
Chen__pkustk13.mtx,94893,3260967,1,13,0.974811541,0.123351208,ok
Chevron__Chevron1.mtx,37365,146634,1,30,0.024863292,0.044352208,ok
Chevron__Chevron2.mtx,90249,356462,1,30,0.084864459,0.057335708,ok
Chevron__Chevron3.mtx,381381,1515866,1,34,0.421142,0.388185125,ok
Chevron__Chevron4.mtx,711450,2832481,1,35,0.7990265,0.5970895,ok
Cote__mplate.mtx,5962,68114,1,16,0.016496208,0.004194084,ok
Cote__vibrobox.mtx,12328,144686,1,14,0.036575041,0.0069475,ok
Cunningham__k3plates.mtx,11107,183910,1,16,0.03384325,0.009298125,ok
Cunningham__m3plates.mtx,1,0,0,0,0,0,skip(size)
Cunningham__qa8fk.mtx,66127,797226,1,17,0.448572667,0.056068791,ok
Cunningham__qa8fm.mtx,66127,797226,1,17,0.408713167,0.057039417,ok
Cylshell__s1rmq4m1.mtx,5489,128461,1,14,0.027175209,0.005284792,ok
Cylshell__s1rmt3m1.mtx,5489,106081,1,16,0.035158292,0.004905417,ok
Cylshell__s2rmq4m1.mtx,5489,128931,1,14,0.026230916,0.005929,ok
Cylshell__s2rmt3m1.mtx,5489,106096,1,16,0.018470333,0.00483975,ok
Cylshell__s3rmq4m1.mtx,5489,128727,1,14,0.024726208,0.005113583,ok
Cylshell__s3rmt3m1.mtx,5489,106090,1,15,0.018852458,0.004531875,ok
Cylshell__s3rmt3m3.mtx,5357,100883,1,15,0.103079875,0.004199791,ok
DIMACS10__144.mtx,144649,1074393,1,18,0.563837,0.10834975,ok
DIMACS10__333SP.mtx,3712815,11108633,0,0,0,0,skip(size)
DIMACS10__598a.mtx,110971,741934,1,20,0.321032292,0.085991916,ok
DIMACS10__AS365.mtx,3799275,11368076,0,0,0,0,skip(size)
DIMACS10__G_n_pin_pout.mtx,99995,501198,1,16,0.823170833,0.105708042,ok
DIMACS10__M6.mtx,3501776,10501936,0,0,0,0,skip(size)
DIMACS10__NACA0015.mtx,1039183,3114818,1,39,1.351512917,1.442139958,ok
DIMACS10__NLR.mtx,4163763,12487976,0,0,0,0,skip(size)
DIMACS10__adaptive.mtx,6815744,13624320,0,0,0,0,skip(size)
DIMACS10__ak2010.mtx,42381,102091,1,19,0.116412083,0.014433042,ok
DIMACS10__al2010.mtx,252266,615241,1,28,0.245240792,0.16313525,ok
DIMACS10__ar2010.mtx,186211,452155,1,28,0.122953125,0.111231625,ok
DIMACS10__auto.mtx,448695,3314611,1,19,1.6855365,0.482737625,ok
DIMACS10__az2010.mtx,241666,598047,1,26,0.143856875,0.238356625,ok
DIMACS10__belgium_osm.mtx,1441295,1549970,1,28,0.58070575,0.961283875,ok
DIMACS10__ca2010.mtx,709827,1744039,1,29,0.645340667,0.5837025,ok
DIMACS10__caidaRouterLevel.mtx,190914,607610,1,20,0.16644325,0.09614625,ok
DIMACS10__chesapeake.mtx,39,170,0,0,0,0,skip(size)
DIMACS10__citationCiteseer.mtx,268495,1156647,1,18,0.782045458,0.1659575,ok
DIMACS10__co2010.mtx,201062,487287,1,26,0.215495167,0.107946083,ok
DIMACS10__coAuthorsCiteseer.mtx,227320,814134,1,24,0.288238208,0.126431542,ok
DIMACS10__coAuthorsDBLP.mtx,299067,977676,1,20,0.445648292,0.153723709,ok
DIMACS10__coPapersCiteseer.mtx,434102,16036720,0,0,0,0,skip(size)
DIMACS10__coPapersDBLP.mtx,540486,15245729,0,0,0,0,skip(size)
DIMACS10__cs4.mtx,22499,43858,1,29,0.007939375,0.009362042,ok
DIMACS10__ct2010.mtx,67578,168176,1,25,0.029097625,0.0411735,ok
DIMACS10__cti.mtx,16840,48232,1,24,0.00956175,0.006979667,ok
DIMACS10__data.mtx,2851,15093,1,22,0.00181275,0.001295208,ok
DIMACS10__de2010.mtx,24115,58028,1,22,0.008331084,0.008886541,ok
DIMACS10__delaunay_n10.mtx,1024,3056,1,22,0.000367167,0.000326333,ok
DIMACS10__delaunay_n11.mtx,2048,6127,1,22,0.000708833,0.000616,ok
DIMACS10__delaunay_n12.mtx,4096,12264,1,22,0.001472042,0.00150225,ok
DIMACS10__delaunay_n13.mtx,8192,24547,1,26,0.0030045,0.003398042,ok
DIMACS10__delaunay_n14.mtx,16384,49122,1,27,0.006841584,0.008499,ok
DIMACS10__delaunay_n15.mtx,32768,98274,1,29,0.116932167,0.019569416,ok
DIMACS10__delaunay_n16.mtx,65536,196575,1,30,0.119927333,0.042258375,ok
DIMACS10__delaunay_n17.mtx,131072,393176,1,31,0.084813083,0.092983458,ok
DIMACS10__delaunay_n18.mtx,262144,786396,1,33,0.282855167,0.203544041,ok
DIMACS10__delaunay_n19.mtx,524288,1572823,1,34,0.467783167,0.543301417,ok
DIMACS10__delaunay_n20.mtx,1048576,3145686,1,36,0.95206775,1.206180459,ok
DIMACS10__fe_4elt2.mtx,11143,32818,1,30,0.00381775,0.006814834,ok
DIMACS10__fe_body.mtx,30581,113424,1,25,0.01819,0.025026625,ok
DIMACS10__fe_ocean.mtx,143437,409593,1,26,0.140962708,0.088958667,ok
DIMACS10__fe_sphere.mtx,16386,49152,1,28,0.00565775,0.010051375,ok
DIMACS10__fe_tooth.mtx,78136,452591,1,19,0.104543084,0.049114125,ok
DIMACS10__fl2010.mtx,484466,1173129,1,29,0.410963875,0.308564833,ok
DIMACS10__ga2010.mtx,291086,709028,1,31,0.247223125,0.28167025,ok
DIMACS10__germany_osm.mtx,11548845,12369181,0,0,0,0,skip(size)
DIMACS10__great-britain_osm.mtx,7733822,8156517,0,0,0,0,skip(size)
DIMACS10__hi2010.mtx,8888,22092,1,19,0.002634833,0.002106916,ok
DIMACS10__ia2010.mtx,216007,510585,1,30,0.224818125,0.237509,ok
DIMACS10__id2010.mtx,149842,364132,1,27,0.07546825,0.1693085,ok
DIMACS10__il2010.mtx,451554,1082232,1,30,0.40199025,0.392384,ok
DIMACS10__in2010.mtx,267071,640858,1,31,0.1730685,0.283974416,ok
DIMACS10__italy_osm.mtx,6686493,7013978,0,0,0,0,skip(size)
DIMACS10__kron_g500-logn16.mtx,55319,2456070,1,11,1.325146875,0.115776709,ok
DIMACS10__kron_g500-logn17.mtx,107901,5113981,0,0,0,0,skip(size)
DIMACS10__ks2010.mtx,238600,560899,1,33,0.253368416,0.164448542,ok
DIMACS10__ky2010.mtx,161665,393883,1,26,0.106053,0.087169625,ok
DIMACS10__la2010.mtx,204447,490317,1,25,0.10436375,0.103654834,ok
DIMACS10__luxembourg_osm.mtx,114599,119666,1,22,0.0224235,0.034504667,ok
DIMACS10__m14b.mtx,214765,1679018,1,19,0.952584708,0.195766416,ok
DIMACS10__ma2010.mtx,157508,388305,1,25,0.096550333,0.086707125,ok
DIMACS10__md2010.mtx,145247,350189,1,27,0.184465125,0.079420583,ok
DIMACS10__me2010.mtx,69518,167738,1,25,0.030908958,0.033214458,ok
DIMACS10__mi2010.mtx,329885,789045,1,28,0.317147333,0.216814042,ok
DIMACS10__mn2010.mtx,259777,613551,1,30,0.147199625,0.256264459,ok
DIMACS10__mo2010.mtx,343565,828284,1,30,0.194904792,0.310752375,ok
DIMACS10__ms2010.mtx,171778,419990,1,28,0.107144375,0.189994666,ok
DIMACS10__mt2010.mtx,132288,319334,1,23,0.066510125,0.07153325,ok
DIMACS10__nc2010.mtx,288987,708310,1,30,0.243293833,0.202589584,ok
DIMACS10__nd2010.mtx,133769,312973,1,28,0.0697695,0.080219792,ok
DIMACS10__ne2010.mtx,193352,456927,1,28,0.118658041,0.109638917,ok
DIMACS10__netherlands_osm.mtx,2216688,2441238,1,30,0.709735542,1.462463083,ok
DIMACS10__nh2010.mtx,48837,117275,1,23,0.019085458,0.022083417,ok
DIMACS10__nj2010.mtx,169588,414956,1,26,0.106494041,0.092919375,ok
DIMACS10__nm2010.mtx,168609,415485,1,26,0.104971042,0.086584792,ok
DIMACS10__nv2010.mtx,84538,208499,1,24,0.144425792,0.04309625,ok
DIMACS10__ny2010.mtx,350167,854772,1,30,0.283994833,0.235933708,ok
DIMACS10__oh2010.mtx,365344,884120,1,31,0.310148875,0.257968708,ok
DIMACS10__ok2010.mtx,269118,637074,1,29,0.167629959,0.248521292,ok
DIMACS10__or2010.mtx,196621,489756,1,26,0.192230375,0.113711375,ok
DIMACS10__pa2010.mtx,421545,1029231,1,29,0.380622792,0.271049166,ok
DIMACS10__preferentialAttachment.mtx,100000,499985,1,14,0.528333666,0.067248917,ok
DIMACS10__rgg_n_2_15_s0.mtx,32759,160235,1,27,0.02797675,0.0259125,ok
DIMACS10__rgg_n_2_16_s0.mtx,65532,342127,1,29,0.154826625,0.055166667,ok
DIMACS10__rgg_n_2_17_s0.mtx,131067,728750,1,28,0.185513083,0.112560333,ok
DIMACS10__rgg_n_2_18_s0.mtx,262141,1547283,1,29,0.446703542,0.26189725,ok
DIMACS10__rgg_n_2_19_s0.mtx,524280,3269760,1,31,1.254948833,0.582732625,ok
DIMACS10__ri2010.mtx,25081,62650,1,22,0.00832275,0.010503625,ok
DIMACS10__sc2010.mtx,181908,446580,1,27,0.091449334,0.099884875,ok
DIMACS10__sd2010.mtx,88360,205361,1,28,0.063213667,0.050909708,ok
DIMACS10__smallworld.mtx,100000,499998,1,18,0.300649334,0.077592209,ok
DIMACS10__t60k.mtx,60005,89440,1,36,0.120254709,0.0261035,ok
DIMACS10__tn2010.mtx,240116,596983,1,27,0.174186542,0.139206958,ok
DIMACS10__tx2010.mtx,914231,2228136,1,30,0.884823875,0.680219,ok
DIMACS10__uk.mtx,4824,6837,1,26,0.085951292,0.001381875,ok
DIMACS10__ut2010.mtx,115406,286033,1,24,0.175303208,0.054561459,ok
DIMACS10__va2010.mtx,285762,701064,1,27,0.265918708,0.173371208,ok
DIMACS10__venturiLevel3.mtx,4026819,8054237,0,0,0,0,skip(size)
